植物编号,经度（X),纬度（Y）,中文名,拉丁学名,科属,生活型,原产地,地理分布,类群,形态特征,生态习性,入侵危害特点,分布区域,出现次数
3,110.2715,29.0806,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.2709,29.0755,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.2805,29.0754,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.2812,29.0747,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.3454,29.0824,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.3109,29.0728,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.3158,29.0708,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.3046,29.0728,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.2829,29.0713,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.2821,29.0653,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.2831,29.0635,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.283,29.0658,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.2859,29.0708,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.292,29.065,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.2757,29.0647,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
3,110.2756,29.0628,钻叶紫苑,Symphyotrichum subulatum (Michx.) G. L. Nesom,菊科紫苑属,一年生草本,北美洲,东亚和北美间断分布,被子植物,茎和分枝具粗棱，茎生叶多数，叶片披针状线形，瘦果线状长圆形，雌花花冠舌状，两性花花冠管状。生长在海拔1100-1900米的山坡灌丛中、草坡、沟边、路旁或荒地。,喜好阳光充足，以及温暖湿润的肥沃壤土。极强的环境适应性（耐旱、耐贫瘠、喜湿且耐盐碱）和高效的繁殖与扩散能力（通过冠毛随风传播大量种子）,可产生大量瘦果，果具冠毛随风散布入侵。具有较强的耐盐碱性，在弱碱性土壤可以健壮成长，并形成单一优势群落。在自然条件下土壤中含有较多的钻叶紫菀残株时，它对小麦、绿豆、油菜的萌发与生长具有明显的抑制作用。,市人民政府附属绿地、仙人溪桥防护绿地、天门小学附属绿地、华天金街防护绿地、迎宾路防护绿地、江与城附属绿地,25
4,110.273,29.0906,藿香蓟,Ageratum conyzoides,菊科藿香蓟属,一年生草本,美洲,热带亚洲至热带非洲分布,被子植物,全部茎枝淡红色，或上部绿色，被白色尘状短柔毛或上部被稠密开展的长绒毛。叶为基出三脉或不明显五出脉，顶端急尖，边缘圆锯齿，两面被白色稀疏的短柔毛且有黄色腺点。头状花序4-18个在茎顶排成通常紧密的伞房状花序。,喜暖忌热、耐贫瘠，凭借风播种子和化感作用成为恶性入侵杂草。,生命力顽强,太极溪特大桥防护绿地、张家界学院附属绿地、逸臣公园附属绿地、逸臣桃源附属绿地、福天·中央公馆附属绿地,3
4,110.2717,29.0811,藿香蓟,Ageratum conyzoides,菊科藿香蓟属,一年生草本,美洲,热带亚洲至热带非洲分布,被子植物,全部茎枝淡红色，或上部绿色，被白色尘状短柔毛或上部被稠密开展的长绒毛。叶为基出三脉或不明显五出脉，顶端急尖，边缘圆锯齿，两面被白色稀疏的短柔毛且有黄色腺点。头状花序4-18个在茎顶排成通常紧密的伞房状花序。,喜暖忌热、耐贫瘠，凭借风播种子和化感作用成为恶性入侵杂草。,生命力顽强,太极溪特大桥防护绿地、张家界学院附属绿地、逸臣公园附属绿地、逸臣桃源附属绿地、福天·中央公馆附属绿地,3
4,110.2918,29.0743,藿香蓟,Ageratum conyzoides,菊科藿香蓟属,一年生草本,美洲,热带亚洲至热带非洲分布,被子植物,全部茎枝淡红色，或上部绿色，被白色尘状短柔毛或上部被稠密开展的长绒毛。叶为基出三脉或不明显五出脉，顶端急尖，边缘圆锯齿，两面被白色稀疏的短柔毛且有黄色腺点。头状花序4-18个在茎顶排成通常紧密的伞房状花序。,喜暖忌热、耐贫瘠，凭借风播种子和化感作用成为恶性入侵杂草。,生命力顽强,太极溪特大桥防护绿地、张家界学院附属绿地、逸臣公园附属绿地、逸臣桃源附属绿地、福天·中央公馆附属绿地,3
5,110.2644,29.0911,春飞蓬,Erigeron philadelphicus L,菊科飞蓬属,一年生或多年生草本,北美洲,北温带分布,被子植物,茎直立，绿色，上部有分枝，全株被开展的长或短硬毛。单叶互生；基生叶莲座状，匙形、卵形或卵状倒披针形，顶端急尖或钝，基部楔形下延成具翅长柄，叶柄基部常带紫红色，两面被倒伏的硬毛，叶缘具粗齿，花期存在；茎生叶半抱茎；中上部叶披针形或条状线形，顶端尖，基部渐狭无柄，边缘有疏齿，被硬毛。头状花序数枚，蕾期伏倾，花期斜举，排列成伞房或圆锥状花序；总苞半球形，总苞片3层，披针形，淡绿色，边缘半透明，中脉褐色，背面被毛；缘花舌状，2轮，雌性，舌片线形，平展，白色略带粉红色；管状花两性，黄色。小瘦果披针形，压扁，被疏柔毛；雌花瘦果具冠毛1层，极短而连接成环状膜质小冠；两性花瘦果具冠毛2层，外层鳞片状，内层糙毛状，长约2毫米，10-15条。,喜阳光充足、土壤肥沃的环境，凭借强大的繁殖和传播能力、对环境的广泛适应性和化感作用,常见杂草，影响景观环境效果。,阳湖坪工业园附属绿地,21
6,110.2735,29.1022,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.2918,29.0743,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.3005,29.0645,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.3222,29.0759,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.3454,29.0824,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.3015,29.0647,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.2728,29.0749,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.2829,29.0713,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.283,29.0658,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.283,29.0658,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.2859,29.0708,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.2909,29.0708,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
6,110.2812,29.0656,苏门白酒草,Erigeron sumatrensis Retz.,菊科飞蓬属,一二年生草本,南美洲,热带和亚热带地区分布,被子植物,根纺锤状，直或弯，具纤维状根，茎被较密灰白色上弯糙短毛，杂有开展的疏柔毛，总苞片背面被糙短毛，瘦果线状披针形，常生长在山坡草地、旷野、路旁。,喜光耐旱、适应性强，凭借巨大种子产量、风媒扩散和化感作用，严重危害农田与生态。,在新修路和施工的地方以及河沟边，苏门白酒草就会抢先发芽生长，该地植物遭到破坏。,西站附属绿地、福天·中央公馆附属绿地、围城路防护绿地、科技大道防护绿地、官黎路防护绿地、高盛澧园附属绿地、市人民政府附属绿地、华天金街防护绿地、南庄坪街道办事处附属绿地、天门中学附属绿地,8
